timestamp,predicted_rainfall_mm,district
1/3/2025 10:00,4.14,Kalutara
1/3/2025 11:00,6.54,Kalutara
1/3/2025 12:00,0.0,Kalutara
1/3/2025 13:00,8.01,Kalutara
1/3/2025 14:00,5.05,Kalutara
1/3/2025 15:00,1.81,Kalutara
1/3/2025 16:00,4.95,Kalutara
1/3/2025 17:00,2.7,Kalutara
1/3/2025 18:00,7.53,Kalutara
1/3/2025 19:00,9.08,Kalutara
1/3/2025 20:00,11.74,Kalutara
1/3/2025 21:00,0.0,Kalutara
1/3/2025 22:00,0.0,Kalutara
1/3/2025 23:00,0.98,Kalutara
1/4/2025 0:00,3.64,Kalutara
1/4/2025 1:00,6.5,Kalutara
1/4/2025 2:00,4.26,Kalutara
1/4/2025 3:00,0.0,Kalutara
1/4/2025 4:00,1.78,Kalutara
1/4/2025 5:00,6.31,Kalutara
1/4/2025 6:00,3.92,Kalutara
1/4/2025 7:00,6.05,Kalutara
1/4/2025 8:00,2.11,Kalutara
1/4/2025 9:00,2.2,Kalutara
1/4/2025 10:00,3.75,Kalutara
1/4/2025 11:00,4.64,Kalutara
1/4/2025 12:00,3.79,Kalutara
1/4/2025 13:00,3.48,Kalutara
1/4/2025 14:00,0.32,Kalutara
1/4/2025 15:00,4.51,Kalutara
1/4/2025 16:00,3.49,Kalutara
1/4/2025 17:00,7.52,Kalutara
1/4/2025 18:00,7.8,Kalutara
1/4/2025 19:00,3.74,Kalutara
1/4/2025 20:00,1.5,Kalutara
1/4/2025 21:00,0.45,Kalutara
1/4/2025 22:00,4.69,Kalutara
1/4/2025 23:00,3.31,Kalutara
1/5/2025 0:00,1.62,Kalutara
1/5/2025 1:00,3.17,Kalutara
1/5/2025 2:00,0.52,Kalutara
1/5/2025 3:00,5.79,Kalutara
1/5/2025 4:00,1.21,Kalutara
1/5/2025 5:00,7.9,Kalutara
1/5/2025 6:00,4.61,Kalutara
1/5/2025 7:00,5.37,Kalutara
1/5/2025 8:00,0.0,Kalutara
1/5/2025 9:00,3.68,Kalutara
1/5/2025 10:00,5.96,Kalutara
1/5/2025 11:00,0.0,Kalutara
1/5/2025 12:00,1.94,Kalutara
1/5/2025 13:00,3.13,Kalutara
1/5/2025 14:00,0.0,Kalutara
1/5/2025 15:00,4.26,Kalutara
1/5/2025 16:00,6.38,Kalutara
1/5/2025 17:00,0.0,Kalutara
1/5/2025 18:00,4.4,Kalutara
1/5/2025 19:00,0.0,Kalutara
1/5/2025 20:00,2.85,Kalutara
1/5/2025 21:00,0.0,Kalutara
1/5/2025 22:00,7.49,Kalutara
1/5/2025 23:00,4.64,Kalutara
1/6/2025 0:00,2.9,Kalutara
1/6/2025 1:00,0.0,Kalutara
1/6/2025 2:00,8.1,Kalutara
1/6/2025 3:00,10.87,Kalutara
1/6/2025 4:00,0.0,Kalutara
1/6/2025 5:00,7.94,Kalutara
1/6/2025 6:00,9.51,Kalutara
1/6/2025 7:00,4.35,Kalutara
1/6/2025 8:00,0.0,Kalutara
1/6/2025 9:00,6.45,Kalutara
1/6/2025 10:00,2.28,Kalutara
1/6/2025 11:00,0.58,Kalutara
1/6/2025 12:00,0.0,Kalutara
1/6/2025 13:00,5.2,Kalutara
1/6/2025 14:00,6.17,Kalutara
1/6/2025 15:00,0.51,Kalutara
1/6/2025 16:00,5.08,Kalutara
1/6/2025 17:00,0.0,Kalutara
1/6/2025 18:00,6.21,Kalutara
1/6/2025 19:00,3.19,Kalutara
1/6/2025 20:00,2.25,Kalutara
1/6/2025 21:00,2.59,Kalutara
1/6/2025 22:00,6.48,Kalutara
1/6/2025 23:00,6.0,Kalutara
1/7/2025 0:00,5.12,Kalutara
1/7/2025 1:00,3.55,Kalutara
1/7/2025 2:00,3.31,Kalutara
1/7/2025 3:00,5.47,Kalutara
1/7/2025 4:00,3.93,Kalutara
1/7/2025 5:00,5.73,Kalutara
1/7/2025 6:00,1.76,Kalutara
1/7/2025 7:00,0.0,Kalutara
1/7/2025 8:00,7.16,Kalutara
1/7/2025 9:00,11.75,Kalutara
1/7/2025 10:00,4.77,Kalutara
1/7/2025 11:00,2.6,Kalutara
1/7/2025 12:00,2.45,Kalutara
1/7/2025 13:00,2.52,Kalutara
1/7/2025 14:00,3.07,Kalutara
1/7/2025 15:00,0.0,Kalutara
1/7/2025 16:00,0.93,Kalutara
1/7/2025 17:00,0.0,Kalutara
1/7/2025 18:00,4.0,Kalutara
1/7/2025 19:00,1.81,Kalutara
1/7/2025 20:00,4.98,Kalutara
1/7/2025 21:00,2.3,Kalutara
1/7/2025 22:00,6.95,Kalutara
1/7/2025 23:00,3.85,Kalutara
1/1/2025 0:00,9.5,Kandy
1/1/2025 1:00,0.55,Kandy
1/1/2025 2:00,0.89,Kandy
1/1/2025 3:00,0.0,Kandy
1/1/2025 4:00,6.46,Kandy
1/1/2025 5:00,0.0,Kandy
1/1/2025 6:00,9.98,Kandy
1/1/2025 7:00,0.0,Kandy
1/1/2025 8:00,4.28,Kandy
1/1/2025 9:00,2.0,Kandy
1/1/2025 10:00,8.85,Kandy
1/1/2025 11:00,0.0,Kandy
1/1/2025 12:00,1.71,Kandy
1/1/2025 13:00,1.46,Kandy
1/1/2025 14:00,7.54,Kandy
1/1/2025 15:00,0.0,Kandy
1/1/2025 16:00,2.31,Kandy
1/1/2025 17:00,0.0,Kandy
1/1/2025 18:00,3.17,Kandy
1/1/2025 19:00,5.33,Kandy
1/1/2025 20:00,0.0,Kandy
1/1/2025 21:00,7.58,Kandy
1/1/2025 22:00,6.61,Kandy
1/1/2025 23:00,5.01,Kandy
1/2/2025 0:00,6.6,Kandy
1/2/2025 1:00,0.27,Kandy
1/2/2025 2:00,2.51,Kandy
1/2/2025 3:00,0.0,Kandy
1/2/2025 4:00,1.93,Kandy
1/2/2025 5:00,5.12,Kandy
1/2/2025 6:00,0.23,Kandy
1/2/2025 7:00,1.41,Kandy
1/2/2025 8:00,0.25,Kandy
1/2/2025 9:00,0.0,Kandy
1/2/2025 10:00,0.32,Kandy
1/2/2025 11:00,2.95,Kandy
1/2/2025 12:00,0.0,Kandy
1/2/2025 13:00,3.94,Kandy
1/2/2025 14:00,9.64,Kandy
1/2/2025 15:00,5.97,Kandy
1/2/2025 16:00,2.23,Kandy
1/2/2025 17:00,0.0,Kandy
1/2/2025 18:00,0.01,Kandy
1/2/2025 19:00,9.77,Kandy
1/2/2025 20:00,3.2,Kandy
1/2/2025 21:00,0.45,Kandy
1/2/2025 22:00,3.76,Kandy
1/2/2025 23:00,11.4,Kandy
1/3/2025 0:00,3.48,Kandy
1/3/2025 1:00,5.47,Kandy
1/3/2025 2:00,4.2,Kandy
1/3/2025 3:00,1.59,Kandy
1/3/2025 4:00,0.0,Kandy
1/3/2025 5:00,1.6,Kandy
1/3/2025 6:00,2.16,Kandy
1/3/2025 7:00,5.35,Kandy
1/3/2025 8:00,6.36,Kandy
1/3/2025 9:00,6.72,Kandy
1/3/2025 10:00,4.14,Kandy
1/3/2025 11:00,6.54,Kandy
1/3/2025 12:00,0.0,Kandy
1/3/2025 13:00,8.01,Kandy
1/3/2025 14:00,5.05,Kandy
1/3/2025 15:00,1.81,Kandy
1/3/2025 16:00,4.95,Kandy
1/3/2025 17:00,2.7,Kandy
1/3/2025 18:00,7.53,Kandy
1/3/2025 19:00,9.08,Kandy
1/3/2025 20:00,11.74,Kandy
1/3/2025 21:00,0.0,Kandy
1/3/2025 22:00,0.0,Kandy
1/3/2025 23:00,0.98,Kandy
1/4/2025 0:00,3.64,Kandy
1/4/2025 1:00,6.5,Kandy
1/4/2025 2:00,4.26,Kandy
1/4/2025 3:00,0.0,Kandy
1/4/2025 4:00,1.78,Kandy
1/4/2025 5:00,6.31,Kandy
1/4/2025 6:00,3.92,Kandy
1/4/2025 7:00,6.05,Kandy
1/4/2025 8:00,2.11,Kandy
1/4/2025 9:00,2.2,Kandy
1/4/2025 10:00,3.75,Kandy
1/4/2025 11:00,4.64,Kandy
1/4/2025 12:00,3.79,Kandy
1/4/2025 13:00,3.48,Kandy
1/4/2025 14:00,0.32,Kandy
1/4/2025 15:00,4.51,Kandy
1/4/2025 16:00,3.49,Kandy
1/4/2025 17:00,7.52,Kandy
1/4/2025 18:00,7.8,Kandy
1/4/2025 19:00,3.74,Kandy
1/4/2025 20:00,1.5,Kandy
1/4/2025 21:00,0.45,Kandy
1/4/2025 22:00,4.69,Kandy
1/4/2025 23:00,3.31,Kandy
1/5/2025 0:00,1.62,Kandy
1/5/2025 1:00,3.17,Kandy
1/5/2025 2:00,0.52,Kandy
1/5/2025 3:00,5.79,Kandy
1/5/2025 4:00,1.21,Kandy
1/5/2025 5:00,7.9,Kandy
1/5/2025 6:00,4.61,Kandy
1/5/2025 7:00,5.37,Kandy
1/5/2025 8:00,0.0,Kandy
1/5/2025 9:00,3.68,Kandy
1/5/2025 10:00,5.96,Kandy
1/5/2025 11:00,0.0,Kandy
1/5/2025 12:00,1.94,Kandy
1/5/2025 13:00,3.13,Kandy
1/5/2025 14:00,0.0,Kandy
1/5/2025 15:00,4.26,Kandy
1/5/2025 16:00,6.38,Kandy
1/5/2025 17:00,0.0,Kandy
1/5/2025 18:00,4.4,Kandy
1/5/2025 19:00,0.0,Kandy
1/5/2025 20:00,2.85,Kandy
1/5/2025 21:00,0.0,Kandy
1/5/2025 22:00,7.49,Kandy
1/5/2025 23:00,4.64,Kandy
1/6/2025 0:00,2.9,Kandy
1/6/2025 1:00,0.0,Kandy
1/6/2025 2:00,8.1,Kandy
1/6/2025 3:00,10.87,Kandy
1/6/2025 4:00,0.0,Kandy
1/6/2025 5:00,7.94,Kandy
1/6/2025 6:00,9.51,Kandy
1/6/2025 7:00,4.35,Kandy
1/6/2025 8:00,0.0,Kandy
1/6/2025 9:00,6.45,Kandy
1/6/2025 10:00,2.28,Kandy
1/6/2025 11:00,0.58,Kandy
1/6/2025 12:00,0.0,Kandy
1/6/2025 13:00,5.2,Kandy
1/6/2025 14:00,6.17,Kandy
1/6/2025 15:00,0.51,Kandy
1/6/2025 16:00,5.08,Kandy
1/6/2025 17:00,0.0,Kandy
1/6/2025 18:00,6.21,Kandy
1/6/2025 19:00,3.19,Kandy
1/6/2025 20:00,2.25,Kandy
1/6/2025 21:00,2.59,Kandy
1/6/2025 22:00,6.48,Kandy
1/6/2025 23:00,6.0,Kandy
1/7/2025 0:00,5.12,Kandy
1/7/2025 1:00,3.55,Kandy
1/7/2025 2:00,3.31,Kandy
1/7/2025 3:00,5.47,Kandy
1/7/2025 4:00,3.93,Kandy
1/7/2025 5:00,5.73,Kandy
1/7/2025 6:00,1.76,Kandy
1/7/2025 7:00,0.0,Kandy
1/7/2025 8:00,7.16,Kandy
1/7/2025 9:00,11.75,Kandy
1/7/2025 10:00,4.77,Kandy
1/7/2025 11:00,2.6,Kandy
1/7/2025 12:00,2.45,Kandy
1/7/2025 13:00,2.52,Kandy
1/7/2025 14:00,3.07,Kandy
1/7/2025 15:00,0.0,Kandy
1/7/2025 16:00,0.93,Kandy
1/7/2025 17:00,0.0,Kandy
1/7/2025 18:00,4.0,Kandy
1/7/2025 19:00,1.81,Kandy
1/7/2025 20:00,4.98,Kandy
1/7/2025 21:00,2.3,Kandy
1/7/2025 22:00,6.95,Kandy
1/7/2025 23:00,3.85,Kandy
1/1/2025 0:00,9.5,Matale
1/1/2025 1:00,0.55,Matale
1/1/2025 2:00,0.89,Matale
1/1/2025 3:00,0.0,Matale
1/1/2025 4:00,6.46,Matale
1/1/2025 5:00,0.0,Matale
1/1/2025 6:00,9.98,Matale
1/1/2025 7:00,0.0,Matale
1/1/2025 8:00,4.28,Matale
